id_solicitud,fecha_solicitud,sucursal,tipo_credito,monto_solicitado,plazo_meses,ingresos_mensuales,antiguedad_laboral,nivel_educativo,estado_civil,numero_dependientes,tiene_otros_creditos,resultado
SOL-00890,07/06/2024,Medellin,Libre inversion,19000000,24,$ 1800000,3,POSGRADO,Divorciado,3,SI,En estudio
SOL-02438,29/04/2025,bogota,Vivienda,97700000,240,$4.250.000,0,Tecnico,Soltero,0,NO,Aprobado
SOL-01601,2024-04-23,Cali,Vehiculo,49600000,36,6030000,8,Bachiller,Soltero,0,No,Aprobado
SOL-00671,28/03/2025,Bogotá,Libre inversion,17400000,48,6550000,13,Bachiller,Soltero,0,0,Aprobado
SOL-02602,2025-04-18,CALI,Vehiculo,20000000,24,2240000,2,Posgrado,Divorciado,3,0,Aprobado
SOL-00204,14/03/2024,bogota,Vivienda,109000000,240,3550000,3,Bach.,Soltero,0,No,aprobado
SOL-00548,2025-02-07,Cali,Vehiculo,58400000,24,1.800.000,7,Tecnico,soltero,1,NO,Aprobado
SOL-01603,18/02/2024,Bucaramanga,Vehiculo,49200000,48,3190000,6,,Soltero,0,0,EN ESTUDIO
SOL-00705,2024-03-22,Bucaramanga,Educacion,6900000,12,1800000,1,TECNICO,Casado,2,si,En estudio
SOL-00357,2024-06-13,Cali,Vehiculo,36500000,60,$ 2150000,1,Tecnico,Union libre,1,No,Rechazado
SOL-00187,13/05/2024,Bucaramanga,Libre inversion,18300000,48,6350000,4,Bachiller,soltero,2,Si,RECHAZADO
SOL-01006,2025-05-04,Cali,Vehiculo,46400000,48,$ 1800000,2,Tecnico,Casado,4,1,Aprobado
SOL-00975,2024-05-13,PEREIRA,Vivienda,80900000,60,1800000,3,Prof.,Union libre,2,no,Rechazado
SOL-01069,22/03/2024,Barranquilla,Educacion,6900000,36,4290000,6,PROFESIONAL,Casado,3,Si,APROBADO
SOL-02765,2024-07-23,CALI,Libre inversion,12900000,48,3410000,0,Profesional,Casado,3,No,Rechazado
SOL-01950,2024-10-27,CARTAGENA,Libre inversion,20700000,48,3680000,0,profesional,Soltero,2,Si,EN ESTUDIO
SOL-00421,29/06/2024,BUCARAMANGA,Libre inversion,14100000,48,1800000,2,Posgrado,Union libre,1,1,aprobado
SOL-00451,06/08/2024,Bogota,Educacion,3400000,36,1800000,1,Bachiller,Casado,4,0,Rechazado
SOL-01413,2025-05-04,Barranquilla,Libre inversion,21300000,48,3250000,4,tecnico,Soltero,2,no,Aprobado
SOL-02087,07/02/2025,Bucaramanga,Libre inversion,8800000,12,6400000,0,Profesional,Casado,2,Si,APROBADO
SOL-01682,2024-11-17,Bogota,Libre inversion,23800000,24,1800000,5,Tecnico,Soltero,1,No,Rechazado
SOL-00428,2024-08-15,Bogotá D.C.,Educacion,12400000,24,2630000,2,Profesional,Union libre,0,No,Aprobado
SOL-02610,2025-06-22,Bogota,Vehiculo,37300000,36,2770000,3,Prof.,Soltero,0,Si,Rechazado
SOL-00173,2025-05-25,Cartagena,Libre inversion,13400000,12,3990000,17,Tecnico,Casado,0,Si,En estudio
SOL-02983,31/05/2024,Cali,Libre inversion,23300000,12,2550000,4,PROFESIONAL,Soltero,1,Si,En estudio
SOL-00963,2024-04-23,Cali,Libre inversion,18300000,24,4260000,4,Posgrado,CASADO,3,Si,Aprobado
SOL-02410,2024-05-01,CARTAGENA,Libre inversion,13200000,12,2320000,8,Profesional,Divorciado,0,NO,Aprobado
SOL-01675,2024-03-29,Medellín,Libre inversion,24000000,36,$ 3180000,3,Tecnico,Soltero,1,No,Rechazado
SOL-00796,30/03/2025,MEDELLIN,Libre inversion,16600000,24,6030000,1,Profesional,Divorciado,0,No,Aprobado
SOL-02283,2024-09-19,cali,Vivienda,162100000,240,,1,Bachiller,Casado,1,no,Aprobado
SOL-02884,29/02/2024,Cartagena,Libre inversion,16400000,48,1800000, ,profesional,Soltero,2,No,RECHAZADO
SOL-00445,2024-03-06,Bogota,Educacion,13300000,36,3320000,2,profesional,Union libre,0,no,aprobado
SOL-00965,03/03/2024,Bogotá,Vivienda,126300000,240,3680000,0,Tecnico,Casado,2,Sí,Aprobado
SOL-01510,2024-02-10,Bogota,Vehiculo,27000000,60,5150000,2,Posgrado,Soltero,3,si,Aprobado
SOL-00191,12/02/2024,Medellin,Vehiculo,54200000,60,1800000,1,Profesional,union libre,4,No,Aprobado
SOL-01225,2024-11-29,Medellin,Vehiculo,52900000,48,1800000,1,Posgrado,soltero,0,Si,Aprobado
SOL-00416,2024-04-26,Cartagena,Educacion,5500000,24,5380000,3,Tec.,SOLTERO,1,No,Aprobado
SOL-02718,2025-03-03,bucaramanga,Libre inversion,19800000,12,1860000,1,Bachiller,Casado,N/A,No,Aprobado
SOL-00620,2024-01-28,Pereira,Libre inversion,15400000,48,1800000,3,bachiller,Soltero,2,No,Aprobado
SOL-00855,28/01/2025,Barranquilla,Libre inversion,24600000,48,2630000,,posgrado,CASADO,1,Si,aprobado
SOL-02442,2024-06-29,Medellin,Vivienda,130800000,60,4420000,18,Bachiller,Union libre,4,0,En estudio
SOL-00597,03/05/2024,medellin,Educacion,8200000,36,8450000,2,Profesional,Casado,2,No,Aprobado
SOL-00003,2024-01-15,Medellin,Libre inversion,13200000,12,N/A,3,Profesional,Casado,1,0,RECHAZADO
SOL-01326,2024-10-18,BARRANQUILLA,Libre inversion,17500000,48,1800000,10,Bachiller,Soltero,1,0,Rechazado
SOL-00306,16/11/2024,Medellin,Vehiculo,40600000,48,4200000,2,Tecnico,Casado,3,Si,En estudio
SOL-02567,2025-05-10,Bucaramanga,Libre inversion,12200000,48,4430000,9,tecnico,Divorciado,2,NO,Aprobado
SOL-02812,03/02/2024,bogota,Libre inversion,15600000,24,2080000,3,Profesional,soltero,3,No,Rechazado
SOL-02348,01/08/2024,Medellin,Libre inversion,17300000,12,6370000,5,Profesional,Union libre,1,No,Rechazado
SOL-02761,17/09/2024,Bogota,Libre inversion,16500000,48,2770000,5,Posgrado,Union libre,N/A,Si,rechazado
SOL-02930,2025-03-13,Cartagena,Vivienda,212700000,180,5110000,11,profesional,Union libre,0,Si,Aprobado
SOL-01779,2024-11-14,Bogota,Libre inversion,9900000,24,$ 3030000,3,Profesional,Casado,3,Si,Rechazado
SOL-02306,2025-01-17,Bogota,Libre inversion,16100000,24,2120000,3,Prof.,Soltero,1,Si,Aprobado
SOL-00431,2024-02-23,bogota,Libre inversion,11800000,48,4810000,3,bachiller,soltero,2,No,Aprobado
SOL-00585,2024-06-27,cali,Libre inversion,11300000,36,3780000,1,Bachiller,Divorciado,1,NO,Rechazado
SOL-02954,2025-06-08,Medellin,Libre inversion,20900000,12,4340000,4,tecnico,casado,1,no,Rechazado
SOL-01532,2024-10-08,Cartagena,Vivienda,194400000,180,7840000,1,Tecnico,Union libre,1,Sí,Aprobado
SOL-01590,2025-06-30,cali,Libre inversion,13800000,36,8990000,1,Tec.,casado,0,NO,Aprobado
SOL-02223,2025-02-25,Bucaramanga,Libre inversion,15300000,48,2810000,1,Profesional,Union libre,2,No,Aprobado
SOL-02674,2024-10-04,cartagena,Vivienda,113000000,120,1800000,6,Profesional,Union libre,0,1,aprobado
SOL-01546,2024-11-27,Bogotá D.C.,Educacion,16700000,12,2550000,2,profesional,union libre,0,No,Aprobado
SOL-01861,2025-04-02,Medellin,Vivienda,207300000,240,2620000,2,TECNICO,Soltero,0,No,Aprobado
SOL-00761,2024-04-11,Bogota,Vehiculo,32600000,60,$1.820.000,2,Profesional,Casado,1,No,RECHAZADO
SOL-02857,2025-03-04,Bogotá,Vehiculo,51800000,36,2440000,2,Profesional,Casado,1,No,Aprobado
SOL-02130,10/01/2025,Barranquilla,Vivienda,106600000,180,$3.800.000, ,Profesional,Union libre,1,No,Aprobado
SOL-00475,13/02/2025,Cartagena,Vivienda,155500000,120,2910000,1,Tecnico,Union libre,4,Si,Aprobado
SOL-01435,17/01/2024,Bogota,Libre inversion,19800000,48,$10.340.000,1,TECNICO,casado,3,Si,en estudio
SOL-01284,07/08/2024,Cartagena,Vehiculo,51700000,60,2900000,7,Bachiller,union libre,0,No,APROBADO
SOL-00985,2024-04-20,BOGOTA,Educacion,16900000,12,1920000,3,Tecnico,Divorciado,0,SI,Aprobado
SOL-02278,2024-10-24,Bogotá D.C.,Libre inversion,23500000,36,2240000,2,Bachiller,casado,3,Sí,En estudio
SOL-00279,15/01/2025,cali,Educacion,14200000,24,7400000,2,Profesional,Divorciado,0,si,En estudio
SOL-00152,2024-12-05,pereira,Vivienda,241200000,60,3.630.000,7,Bachiller,Union libre,0,Sí,APROBADO
SOL-02404,2024-09-08,Bogotá D.C.,Vivienda,211700000,120,3680000,5,Tecnico,Union libre,1,No,aprobado
SOL-01378,28/11/2024,Pereira,Libre inversion,20900000,24,4640000,3,Bachiller,UNION LIBRE,0,No,Aprobado
SOL-01516,2025-04-04,Bogota,Vivienda,222000000,240,4750000,0,Tec.,Union libre,0,No,En estudio
SOL-01084,08/04/2025,Barranquilla,Vivienda,180500000,60,1800000,2,Tecnico,Union libre,1,No,Aprobado
SOL-02935,29/03/2024,Bogota,Vivienda,114200000,60,1800000,2,Tecnico,Casado,N/A,Si,Rechazado
SOL-01749,2024-01-07,Bogota,Libre inversion,11800000,48,$2.500.000,2,Bach.,Soltero,1,1,Aprobado
SOL-01431,2024-02-26,Bucaramanga,Libre inversion,15500000,36,2700000,0,Profesional,soltero,2,No,Rechazado
SOL-02458,16/02/2025,Cartagena,Libre inversion,22900000,24,4160000,3,Bachiller,Soltero,2,No,Rechazado
SOL-00700,2025-03-04,Cartagena,Vivienda,240900000,240,$ 1800000,3,Técnico,Soltero,1,no,Aprobado
SOL-00373,2024-09-17,Bogota,Vivienda,203400000,240,2110000,4,Bachiller,CASADO,1,Si,RECHAZADO
SOL-02297,2025-03-23,Bogota,Libre inversion,20200000,48,3490000,1,Profesional,Soltero,2,No,Aprobado
SOL-01160,2025-01-22,Cali,Vivienda,233700000,240,9170000,8,Profesional,Soltero,0,Si,Aprobado
SOL-00143,2024-11-27,cali,Libre inversion,24100000,36,4420000,5,Profesional,Union libre,0,No,Rechazado
SOL-00856,2024-02-02,Pereira,Vivienda,115200000,180,4550000,3,Tec.,Soltero,4,No,Aprobado
SOL-01443,25/10/2024,CALI,Vivienda,178800000,60,2520000, ,Bach.,UNION LIBRE,2,No,Rechazado
SOL-00100,2024-10-27,Medellin,Vehiculo,24700000,24,2260000,21,Técnico,Union libre,2,Si,Rechazado
SOL-01719,2025-02-22,Bogota,Educacion,15800000,24,4010000,7,Tecnico,Soltero,2,Si,Aprobado
SOL-02204,23/02/2025,CARTAGENA,Vehiculo,38300000,48,$ 2550000,2,Profesional,Casado,0,SI,Aprobado
SOL-01870,2024-04-23,Barranquilla,Vivienda,225000000,180,$4.090.000,6,Técnico,Soltero,0,Si,APROBADO
SOL-01878,2024-08-09,Bogota,Educacion,14500000,36,2880000,6,bachiller,Casado,1,No,Aprobado
SOL-02825,2024-10-08,Bucaramanga,Vehiculo,51600000,24,2400000,1,Bachiller,union libre,0,Si,Aprobado
SOL-02054,14/12/2024,Bogota,Libre inversion,22000000,12,1.800.000,3,Bachiller,Union libre,0,Si,Rechazado
SOL-00849,01/05/2025,Medellin,Libre inversion,24300000,36,5320000,8,Bachiller,Casado,1,no,Aprobado
SOL-00736,21/02/2024,BOGOTA,Vehiculo,52600000,48,2490000,3,Tecnico,Casado,0,Si,Rechazado
SOL-01189,2025-06-23,Barranquilla,Libre inversion,16300000,48,2.890.000,1,Tecnico,Unión libre,1,no,Aprobado
SOL-01298,07/03/2025,BUCARAMANGA,Libre inversion,12300000,36,$2.520.000,3,Posgrado,union libre,2,No,Aprobado
SOL-02863,2024-01-02,Barranquilla,Vivienda,130000000,120,7650000,1,Tecnico,Soltero,1,Si,En estudio
SOL-02395,2025-02-02,BUCARAMANGA,Vehiculo,28600000,24,1800000,0,Bachiller,Soltero,3,No,Rechazado
SOL-00644,2025-03-28,barranquilla,Vehiculo,28400000,60,4290000,0,Bach.,Union libre,3,No,Aprobado
SOL-00341,2024-07-17,Medellín,Libre inversion,12700000,24,1800000,3,Posgrado,Casado,2,Si,en estudio
SOL-02615,2024-04-03,Barranquilla,Libre inversion,19100000,24,5820000,9,Posgrado,CASADO,2,Si,aprobado
SOL-01062,03/02/2025,Bogotá,Vivienda,229300000,60,4340000,4,Profesional,Divorciado,1,No,Aprobado
SOL-02590,2024-11-26,Bogotá D.C.,Vehiculo,32100000,48,1800000,2,Profesional,Soltero,2,No,APROBADO
SOL-00515,2024-01-28,Medellin,Libre inversion,14700000,48,1800000,5,bachiller,Union libre,2,no,APROBADO
SOL-02787,2024-01-30,Barranquilla,Vivienda,125000000,60,$2.760.000,0,Posgrado,Soltero,0,No,Aprobado
SOL-00037,2024-03-27,Bogota,Vivienda,192600000,180,5330000,35,Bach.,Soltero,2,SI,Aprobado
SOL-02349,2025-01-31,CALI,Vehiculo,28300000,60,1800000,11,Tecnico,Casado,2,No,RECHAZADO
SOL-00540,23/10/2024,CALI,Vivienda,94100000,240,2070000,1,Profesional,divorciado,3,SI,Rechazado
SOL-00853,2024-11-11,CALI,Educacion,14700000,24,7730000,1,Profesional,Soltero,1,No,Rechazado
SOL-00685,18/03/2025,Bogota,Vivienda,247500000,60,1800000,3,Posgrado,Casado,1,No,Aprobado
SOL-01078,2025-01-31,BARRANQUILLA,Libre inversion,17400000,24,2.550.000,4,Técnico,Soltero,0,no,Aprobado
SOL-02831,29/01/2025,Cali,Libre inversion,22700000,48,,7,Bachiller,Soltero,2,No,Aprobado
SOL-00768,2024-01-27,Medellin,Educacion,12700000,12,$4.620.000,1,profesional,Casado,2,si,Aprobado
SOL-02512,24/03/2025,Bucaramanga,Libre inversion,23300000,36,1800000,6,Profesional,union libre,0,No,Aprobado
SOL-01211,22/04/2024,Bogota,Educacion,8000000,36,$4.590.000,2,Profesional,soltero,1,Si,En estudio
SOL-02222,25/04/2025,Cali,Vehiculo,36000000,36,3790000,5,Tecnico,Casado,4,Si,aprobado
SOL-00859,2024-04-06,bucaramanga,Libre inversion,12100000,24,1800000,3,Bachiller,divorciado,4,SI,Rechazado
SOL-01882,18/12/2024,Medellin,Vehiculo,56000000,24,4110000,1,Profesional,SOLTERO,1,Si,En estudio
SOL-01348,2024-11-08,PEREIRA,Libre inversion,14400000,36,2360000,6,Bachiller,Union libre,3,No,Aprobado
SOL-01683,19/02/2025,Bogota,Educacion,11600000,36,3580000,1,Profesional,Soltero,0,Si,Aprobado
SOL-02652,29/10/2024,Cali,Libre inversion,18100000,24,1800000,4,Profesional,Casado,3,No,Rechazado
SOL-02037,2024-01-09,BOGOTA,Libre inversion,23700000,36,$ 2530000,5,Tecnico,Divorciado,1,Si,Aprobado
SOL-02315,16/02/2025,medellin,Vehiculo,28800000,60,,4,Bach.,Union libre,1,Si,Aprobado
SOL-01550,2024-05-29,Medellín,Libre inversion,10400000,48,1850000,8,Profesional,casado,0,No,Aprobado
SOL-02310,2025-01-08,Cartagena,Vehiculo,23200000,48,2790000,1,Bachiller,Soltero,0,No,Aprobado
SOL-01091,25/03/2024,Bogotá,Libre inversion,17300000,36,5.200.000,1,Tec.,SOLTERO,2,1,Rechazado
SOL-01816,12/05/2025,Bucaramanga,Vivienda,120200000,60,1800000,4,tecnico,Unión libre,0,NO,APROBADO
SOL-02798,2024-11-09,Medellin,Libre inversion,9000000,36,3900000,5,Profesional,union libre,2,No,APROBADO
SOL-02153,2025-06-30,bogota,Educacion,16000000,12,3710000,5,Bachiller,Casado,1,No,Rechazado
SOL-00072,01/06/2025,Cartagena,Vivienda,186400000,180,3130000,1,Prof.,UNION LIBRE,1,No,Aprobado
SOL-00825,2024-03-09,Medellin,Educacion,5600000,12,10000000,14,Posgrado,Soltero,1,no,Aprobado
SOL-02622,2025-04-18,Medellín,Vehiculo,22500000,60,4420000,0,Técnico,CASADO,1,Si,Aprobado
SOL-00898,2024-11-29,cali,Vivienda,247800000,180,1800000,4,Profesional,Divorciado,2,No,Aprobado
SOL-00749,19/05/2024,Bogota,Vivienda,200700000,120,7340000,32,Tecnico,Casado,0,No,Rechazado
SOL-02860,2025-05-04,MEDELLIN,Libre inversion,10700000,24,$ 6210000,7,Profesional,Soltero,1,no,Aprobado
SOL-00758,09/05/2024,Medellin,Vehiculo,26200000,48,2150000,4,Tecnico,Unión libre,1,no,APROBADO
SOL-01423,11/06/2025,barranquilla,Vehiculo,27200000,60,4630000,4,Posgrado,Casado,2,No,Aprobado
SOL-00179,2024-11-09,Bogotá D.C.,Educacion,8500000,12,4300000,1,Profesional,Casado,0,Si,en estudio
SOL-00934,16/08/2024,Cali,Libre inversion,24100000,36,1940000,2,Tecnico,Casado,2,Si,Aprobado
SOL-02813,19/04/2025,CALI,Vehiculo,57900000,60,2040000,2,POSGRADO,Soltero,0,NO,Aprobado
SOL-01545,2025-02-16,Medellin,Vivienda,94000000,120,1800000,1,Profesional,UNION LIBRE,2,no,Aprobado
SOL-02124,2025-04-01,Cartagena,Libre inversion,9800000,36,5650000,6,Prof.,casado,N/A,Si,Rechazado
SOL-01704,2025-06-15,Barranquilla,Educacion,12600000,24,7920000,7,Prof.,soltero,2,NO,Aprobado
SOL-00702,2024-03-22,Cali,Libre inversion,19500000,12,2950000,2,tecnico,Union libre,0,No,En estudio
SOL-01785,2024-01-31,Bucaramanga,Libre inversion,12400000,48,2060000,2,posgrado,Casado,0,No,En estudio
SOL-02466,03/04/2024,Cali,Vivienda,120800000,240,3970000,4,Bachiller,Union libre,,No,Rechazado
SOL-00088,2025-01-18,Medellin,Libre inversion,23100000,48,1800000,2,Tecnico,SOLTERO,2,Sí,Aprobado
SOL-00675,2025-06-18,Bogota,Libre inversion,21800000,24,2340000,1,Posgrado,Union libre,1,Si,Aprobado
SOL-01789,2025-05-02,Barranquilla,Vehiculo,24200000,36,3550000,0,Tecnico,Soltero,1,No,APROBADO
SOL-02549,2024-07-12,Medellin,Libre inversion,9400000,24,1800000,6,bachiller,Soltero,1,Si,Aprobado
SOL-02366,2024-08-08,Medellín,Libre inversion,14400000,24,3200000,3,Profesional,Soltero,2,0,Rechazado
SOL-01853,2024-05-16,Medellin,Educacion,9500000,36,1800000,1,Técnico,soltero,4,si,RECHAZADO
SOL-01171,20/01/2024,Bogota,Libre inversion,12100000,24,1800000,3,Profesional,Soltero,0,Si,en estudio
SOL-00891,2025-04-19,Bucaramanga,Vehiculo,52800000,48,1800000,2,Bachiller,Unión libre,0,1,Rechazado
SOL-00503,2024-01-16,Bogota,Libre inversion,9800000,24,2000000,2,Posgrado,Union libre,0,Si,rechazado
SOL-01219,2024-04-28,Bogotá,Libre inversion,22800000,12,2830000,22,Bach.,Union libre,2,No,En estudio
SOL-02079,2024-07-06,Barranquilla,Libre inversion,18700000,48,$ 5200000,23,Profesional,Casado,1,No,Aprobado
SOL-01544,2025-02-11,cartagena,Vivienda,213100000,180,1800000,0,Tecnico,Soltero,3,Si,EN ESTUDIO
SOL-01692,02/05/2025,Bogota,Educacion,4500000,12,7690000,8,Profesional,Union libre,2,No,APROBADO
SOL-01436,28/12/2024,Pereira,Vehiculo,59400000,24,4090000,3,POSGRADO,union libre,0,Si,Aprobado
SOL-01685,2024-01-13,Cartagena,Vehiculo,31900000,36,3120000,2,profesional,Soltero,0,NO,Aprobado
SOL-01470,2024-03-22,medellin,Vehiculo,44100000,48,4340000,2,PROFESIONAL,Casado,2,No,RECHAZADO
SOL-02022,2025-01-28,Cali,Educacion,6600000,12,2090000,2,Profesional,Soltero,0,No,Aprobado
SOL-01228,08/01/2025,Medellin,Libre inversion,9400000,24,4330000,0,Tecnico,Casado,3,No,Rechazado
SOL-01513,2025-03-08,Bogotá,Vehiculo,22500000,24,4510000,0,Tecnico,Divorciado,0,no,Aprobado
SOL-02029,2024-04-25,Pereira,Vehiculo,45900000,36,5250000,5,Posgrado,Soltero,0,Si,Aprobado
SOL-01294,2025-05-20,Barranquilla,Vehiculo,50900000,48,4030000,N/A,BACHILLER,Casado,0,Si,Aprobado
SOL-01494,29/03/2025,Cartagena,Vivienda,90200000,240,4160000,5,Profesional,Casado,3,No,Rechazado
SOL-00533,2025-03-01,Cali,Vehiculo,24100000,36,1800000,7,Tecnico,Casado,0,No,Aprobado
SOL-00455,2024-02-27,Medellin,Vehiculo,35600000,36,6520000,5,Prof.,soltero,1,Sí,Aprobado
SOL-00227,2025-03-23,CALI,Vivienda,120400000,240,1830000,7,Posgrado,casado,2,Si,Rechazado
SOL-01142,26/01/2025,CALI,Libre inversion,21200000,36,$1.940.000,0,Bachiller,Union libre,2,No,En estudio
SOL-02462,2024-11-17,Barranquilla,Libre inversion,19400000,48,2300000,6,Bachiller,Soltero,3,Si,Rechazado
SOL-00401,2025-04-09,Barranquilla,Educacion,9800000,36,$2.320.000,1,TECNICO,Union libre,0,No,En estudio
SOL-00833,2025-05-13,cartagena,Libre inversion,24200000,24,4340000,2,Posgrado,Casado,1,Si,Rechazado
SOL-00653,2024-07-21,Bogota,Vehiculo,57200000,36,4990000,3,Bachiller,Soltero,0,0,Rechazado
SOL-02235,2025-02-03,Medellin,Educacion,8300000,12,1800000,5,Profesional,Casado,0,Si,Rechazado
SOL-01224,21/02/2024,Bogotá,Vehiculo,31400000,24,3050000,0,tecnico,CASADO,1,0,Aprobado
SOL-01873,2024-11-21,Medellin,Libre inversion,22500000,48,1870000,4,Tecnico,Soltero,2,Si,En estudio
SOL-02092,09/09/2024,BUCARAMANGA,Vehiculo,40200000,36,3360000,N/A,Bachiller,Casado,0,No,Aprobado
SOL-02760,2024-01-13,Pereira,Vehiculo,43200000,60,2410000,2,Profesional,Union libre,1,Si,Aprobado
SOL-01645,27/12/2024,Bucaramanga,Vehiculo,57500000,36,2240000,4,Tecnico,Casado,,No,En estudio
SOL-01167,06/03/2024,Bogotá,Libre inversion,24600000,24,5240000,2,profesional,Soltero,3,No,Rechazado
SOL-02330,02/04/2024,Cali,Educacion,5100000,12,6360000,1,Tecnico,Casado,1,No,Aprobado
SOL-00441,2024-03-19,medellin,Libre inversion,22300000,24,4580000,11,Bachiller,Casado,1,No,Aprobado
SOL-01759,23/05/2024,Cartagena,Libre inversion,18400000,48,2750000,3,Prof.,Casado,3,no,rechazado
SOL-01375,2024-01-11,Bogotá,Educacion,6700000,36,8940000,3,Profesional,Soltero,0,No,Aprobado
SOL-00339,2025-01-13,Cali,Educacion,5300000,36,2290000,3,Bachiller,soltero,1,Si,EN ESTUDIO
SOL-00027,2024-11-26,Medellin,Vehiculo,35100000,48,1800000,3,Bachiller,Union libre,0,1,Aprobado
SOL-00652,2025-02-12,Bogotá D.C.,Libre inversion,15000000,12,1800000,3,Tecnico,Divorciado,1,No,rechazado
SOL-01804,2025-06-06,Bogota,Vivienda,83300000,60,4860000,1,Profesional,Union libre,1,1,Aprobado
SOL-00025,2024-06-03,BUCARAMANGA,Vivienda,216300000,60,$2.060.000,3,TECNICO,Casado,2,Si,Rechazado
SOL-02687,2024-11-24,BOGOTA,Libre inversion,16300000,12,3730000,7,Posgrado,union libre,0,NO,En estudio
SOL-02249,2025-04-07,MEDELLIN,Educacion,15500000,24,3400000,1,bachiller,Union libre,4,No,Rechazado
SOL-01385,2024-08-12,barranquilla,Vehiculo,22600000,24,6850000,2,Bachiller,Union libre,4,Si,Aprobado
SOL-00001,2025-04-10,Bogota,Educacion,12300000,36,4110000,6,Profesional,Soltero,0,No,Aprobado
SOL-02377,2024-07-31,BUCARAMANGA,Educacion,17200000,24,6250000,4,Profesional,Soltero,2,no,Aprobado
SOL-01096,2024-07-08,CARTAGENA,Vivienda,147100000,120,$6.050.000,14,Bachiller,casado,1,No,Aprobado
SOL-00721,2024-10-30,Bogota,Vehiculo,29300000,24,3090000,1,Tecnico,Union libre,2,Si,Aprobado
SOL-00061,2025-06-11,Bogotá,Libre inversion,12600000,24,1800000,1,Bachiller,Divorciado,0,No,Aprobado
SOL-02858,12/04/2025,BUCARAMANGA,Libre inversion,22100000,36,2520000,2,Bachiller,Union libre,0,Si,Aprobado
SOL-01444,21/12/2024,Medellin,Vivienda,88500000,180,$5.010.000,3,PROFESIONAL,SOLTERO,3,0,Aprobado
SOL-01733,2024-12-20,Cartagena,Educacion,16500000,24,3110000,6,Profesional,Soltero,2,1,En estudio
SOL-01380,2025-05-18,Bogotá,Educacion,8000000,24,2960000,1,Bachiller,SOLTERO,4,Si,En estudio
SOL-00936,2025-01-09,barranquilla,Libre inversion,17400000,12,10050000, ,Profesional,Casado,2,No,En estudio
SOL-00752,2024-03-20,Medellin,Vehiculo,23000000,48,2450000,2,Profesional,Divorciado,2,No,Aprobado
SOL-01377,10/01/2025,Medellin,Vehiculo,52000000,48,2920000,2,Tecnico,Casado,2,0,aprobado
SOL-02313,24/03/2025,Bogota,Libre inversion,24000000,12,2650000,5,Bachiller,Casado,0,SI,Aprobado
SOL-00434,2024-05-28,Cali,Vivienda,142300000,120,1800000,10,Posgrado,Soltero,2,Sí,Aprobado
SOL-01293,2024-06-01,BUCARAMANGA,Vehiculo,38700000,60,1800000,1,tecnico,Soltero,N/A,Si,En estudio
SOL-02421,2025-03-24,cali,Educacion,15400000,36,2480000,7,Tecnico,Casado,1,1,Rechazado
SOL-02289,2025-05-11,Medellín,Libre inversion,22700000,36,2.630.000,0,Tecnico,SOLTERO,1,NO,Rechazado
SOL-02317,2025-06-23,Bogota,Vivienda,136900000,240,3440000,3,Bach.,Casado,0,Si,rechazado
SOL-02944,2024-08-01,Cali,Vivienda,161000000,120,11060000,0,Profesional,Casado,1,Si,APROBADO
SOL-02322,2024-06-16,Medellín,Libre inversion,8600000,12,5810000,4,Profesional,SOLTERO,2,Si,APROBADO
SOL-00424,28/10/2024,Bogota,Libre inversion,24900000,48,14760000,15,Profesional,soltero,3,No,Aprobado
SOL-00242,26/12/2024,BUCARAMANGA,Vivienda,201700000,120,2330000,1,Profesional,Casado,0,Sí,Rechazado
SOL-02266,2024-11-02,bogota,Vivienda,157900000,180,$ 5520000,2,POSGRADO,Soltero,2,No,Rechazado
SOL-00799,2025-01-20,CARTAGENA,Educacion,14200000,36,1800000,1,Tecnico,Casado,0,No,Aprobado
SOL-02508,19/12/2024,Cali,Vivienda,101500000,240,1920000,2,Bach.,Unión libre,2,No,Aprobado
SOL-00132,25/06/2025,Bogota,Libre inversion,24800000,12,3650000,4,PROFESIONAL,soltero,1,Si,Aprobado
SOL-00691,2025-03-03,Cali,Vehiculo,46800000,60,5380000,1,PROFESIONAL,Casado,N/A,No,Aprobado
SOL-01288,2024-02-04,Medellin,Libre inversion,8200000,36,4660000,5,Tecnico,SOLTERO,2,Si,En estudio
SOL-02422,2025-06-06,barranquilla,Educacion,13300000,36,3450000,0,Profesional,Union libre,0,No,Aprobado
SOL-00195,06/03/2025,BARRANQUILLA,Vehiculo,59500000,60,2580000,8,Profesional,CASADO,2,No,En estudio
SOL-02979,14/03/2024,cartagena,Vivienda,85500000,120,5310000,2,bachiller,Casado,0,SI,Aprobado
SOL-01059,2024-12-17,BARRANQUILLA,Libre inversion,15500000,12,3.050.000,5,Tecnico,union libre,2,Si,RECHAZADO
SOL-00820,2025-02-08,bucaramanga,Educacion,16000000,24,6920000,1,Técnico,Divorciado,1,No,Rechazado
